iter	MultiClass
512	0.6728500336
513	0.6727015767
514	0.6725792793
515	0.6723767924
516	0.6722648539
517	0.6720033949
518	0.6717795056
519	0.6716582462
520	0.6711137614
521	0.670959431
522	0.6708472354
523	0.6705308942
524	0.6704610208
525	0.6702483934
526	0.6700622444
527	0.669922429
528	0.6698130287
529	0.6695712723
530	0.6693843155
531	0.6692437585
532	0.6690258393
533	0.6689235963
534	0.668637065
535	0.6683858357
536	0.6681632919
537	0.6680802459
538	0.6679024376
539	0.6677506135
540	0.6675996008
541	0.6673590858
542	0.6671883326
543	0.6669474726
544	0.6666910521
545	0.666575097
546	0.6664039167
547	0.6663134663
548	0.6660195231
549	0.6657676884
550	0.6655445747
551	0.6654558059
552	0.6651554625
553	0.6650334035
554	0.664817478
555	0.6645961321
556	0.6644593548
557	0.6643559322
558	0.6642932214
559	0.6641508501
560	0.6639375921
561	0.6637948248
562	0.6636840464
563	0.6635354892
564	0.6634380072
565	0.6632715513
566	0.6631194363
567	0.6629771815
568	0.6628743534
569	0.6627943861
570	0.6624759006
571	0.6623217996
572	0.6621714375
573	0.6619431877
574	0.6616528378
575	0.6615458598
576	0.6611462342
577	0.6610299164
578	0.6609204768
579	0.6608072463
580	0.6606212349
581	0.6604795706
582	0.660379851
583	0.6602087778
584	0.6601003785
585	0.6599182058
586	0.6597546565
587	0.6594483476
588	0.6591462187
589	0.6588945937
590	0.6588311944
591	0.6585019131
592	0.6581818995
593	0.6580833299
594	0.6579156314
595	0.6577125483
596	0.6572873931
597	0.6570423273
598	0.6568644975
599	0.6567052456
600	0.6565077259
601	0.6563958081
602	0.6561417411
603	0.6560099008
604	0.6558853071
605	0.6557589314
606	0.6555218935
607	0.6554324876
608	0.6552146782
609	0.6550083207
610	0.6548370459
611	0.6547473519
612	0.6545904717
613	0.6542948361
614	0.654156305
615	0.6539701207
616	0.6538238875
617	0.6536504127
618	0.6535404485
619	0.6533953312
620	0.6533126
621	0.6532026169
622	0.6530098551
623	0.6527562645
624	0.6525130107
625	0.652292272
626	0.6522012528
627	0.6520597494
628	0.651849719
629	0.6515955379
630	0.6513554385
631	0.651184483
632	0.6509646777
633	0.6506959947
634	0.6505195879
635	0.6503449397
636	0.6502353131
637	0.6500892828
638	0.6499321955
639	0.6497628404
640	0.6496521855
641	0.6494953276
642	0.649314001
643	0.6490772602
644	0.6489297247
645	0.6487869054
646	0.6486893063
647	0.6485597342
648	0.6482246941
649	0.648105072
650	0.6480305001
651	0.6479263469
652	0.6477266325
653	0.6475411
654	0.6473544211
655	0.6472344846
656	0.647096785
657	0.6469433978
658	0.6468015857
659	0.6467012349
660	0.6465168153
661	0.6462921567
662	0.6461753611
663	0.6460179561
664	0.6458478715
665	0.6456860127
666	0.6455512167
667	0.6454197804
668	0.6451727505
669	0.6450203462
670	0.644842298
671	0.6447925534
672	0.6445688298
673	0.6444908843
674	0.6444052904
675	0.644244928
676	0.6441184717
677	0.6439355625
678	0.6438172174
679	0.6436626543
680	0.643596422
681	0.6433339256
682	0.64309262
683	0.6428900694
684	0.6428052945
685	0.6426553087
686	0.6424926672
687	0.6423795941
688	0.6422006787
689	0.6419463412
690	0.6417148139
691	0.6415699548
692	0.6414882821
693	0.6413800745
694	0.6413023365
695	0.641032397
696	0.6409018225
697	0.6408338798
698	0.6407044577
699	0.6405105104
700	0.640391094
701	0.6402468488
702	0.6401756469
703	0.640023593
704	0.6398175478
705	0.6397261226
706	0.6393726876
707	0.6392282089
708	0.6390526604
709	0.6388957877
710	0.6387954495
711	0.6386242414
712	0.6385255026
713	0.6382932572
714	0.6382197022
715	0.6380657601
716	0.6378786808
717	0.6377819788
718	0.6377146698
719	0.6374876806
720	0.6372807779
721	0.6371829514
722	0.6371171147
723	0.6370167587
724	0.6369487056
725	0.636823006
726	0.6367103019
727	0.6364786645
728	0.6363206165
729	0.6362377909
730	0.6360221216
731	0.6359334816
732	0.6358523941
733	0.635663894
734	0.6355366894
735	0.6353228058
736	0.6351931052
737	0.6350213742
738	0.634898777
739	0.6346967177
740	0.6346143948
741	0.6344330666
742	0.63427025
743	0.6339705263
744	0.6338546307
745	0.6337112959
746	0.6336108069
747	0.6334891403
748	0.6333353629
749	0.6332407609
750	0.6331636088
751	0.6330287429
752	0.6328012513
753	0.6326608162
754	0.6325698689
755	0.6324069773
756	0.6323145116
757	0.6321799839
758	0.6320231903
759	0.6318294487
760	0.6316969777
761	0.6314720949
762	0.6312651916
763	0.631130491
764	0.6308635535
765	0.6307538952
766	0.6306143751
767	0.630499873
768	0.6303576356
769	0.6302622871
770	0.6301461381
771	0.6300512475
772	0.6300066182
773	0.6299304142
774	0.6297151872
775	0.6294355576
776	0.6292726984
777	0.6290940615
778	0.6289762843
779	0.6288446285
780	0.6286539432
781	0.6285593572
782	0.6284286631
783	0.6281575485
784	0.6279945385
785	0.6279011397
786	0.6277641054
787	0.6276837588
788	0.6275771801
789	0.6274363962
790	0.6273098568
791	0.6272321321
792	0.62719619
793	0.6270526103
794	0.626922148
795	0.6267954953
796	0.626666211
797	0.6264029795
798	0.6262342548
799	0.6260442646
800	0.6258413632
801	0.6255999407
802	0.6254961709
803	0.6253833275
804	0.6252630423
805	0.6251322765
806	0.6249852613
807	0.6248791821
808	0.6246769425
809	0.6243855077
810	0.6241432689
811	0.6240389357
812	0.6238294621
813	0.623751506
814	0.6235947139
815	0.6234537951
816	0.6232626046
817	0.623096609
818	0.6229131938
819	0.6227486737
820	0.6225439533
821	0.6224677947
822	0.6223547714
823	0.6220886921
824	0.6219683153
825	0.621764725
826	0.6215377676
827	0.6214944109
828	0.6213582235
829	0.6212975419
830	0.6211891581
831	0.6210906466
832	0.6209671694
833	0.6208662339
834	0.6207451982
835	0.6205240811
836	0.6203288987
837	0.620221181
838	0.6200828205
839	0.6199856191
840	0.6197728415
841	0.6196281747
842	0.6194539249
843	0.6193320126
844	0.6191179487
845	0.6189143626
846	0.6186775102
847	0.6184969221
848	0.6184460008
849	0.6183216023
850	0.6181122828
851	0.6178946608
852	0.6176849985
853	0.6176032949
854	0.6174529731
855	0.6173224128
856	0.6171451771
857	0.616979222
858	0.6167191141
859	0.6165133312
860	0.6164326008
861	0.6161848021
862	0.6160655204
863	0.6159845288
864	0.6158428102
865	0.6157234883
866	0.6155702264
867	0.6154933783
868	0.6153292019
869	0.6152192165
870	0.6150882901
871	0.6150232208
872	0.6147870182
873	0.6146612113
874	0.6145687797
875	0.6144063921
876	0.6142249764
877	0.614110424
878	0.613886863
879	0.6137418029
880	0.6136033516
881	0.6134507587
882	0.6132878952
883	0.6132238596
884	0.6130798445
885	0.6129459042
886	0.6127534269
887	0.6126527158
888	0.6124332096
889	0.6122810436
890	0.612190919
891	0.6121127169
892	0.6118838195
893	0.611743863
894	0.6116468418
895	0.6115039074
896	0.6113461048
897	0.6112547316
898	0.6110256087
899	0.6108614159
900	0.6106815192
901	0.6105225708
902	0.6103936417
903	0.6103432517
904	0.610233305
905	0.6101044379
906	0.6100349777
907	0.6098563379
908	0.6096864068
909	0.6094883965
910	0.6093373871
911	0.6091805818
912	0.6089874475
913	0.6089000271
914	0.6087855272
915	0.6086252065
916	0.6085006567
917	0.6084325349
918	0.6082735025
919	0.6082084023
920	0.6081314183
921	0.6080303875
922	0.6078599266
923	0.607726378
924	0.6075097704
925	0.6073028319
926	0.6071084758
927	0.6069915719
928	0.6068701185
929	0.6066849137
930	0.6063334272
931	0.6061165884
932	0.6059692097
933	0.6056824663
934	0.6056079455
935	0.6054857951
936	0.6053730807
937	0.6052897965
938	0.605185483
939	0.6050758443
940	0.6049489275
941	0.6048823401
942	0.6047876614
943	0.6046451919
944	0.604497719
945	0.6044221036
946	0.604282205
947	0.604127747
948	0.6040659532
949	0.6039608854
950	0.6038858388
951	0.6037974239
952	0.6036160867
953	0.6034650278
954	0.6033895747
955	0.603262272
956	0.603109
957	0.602828729
958	0.6027290217
959	0.6026202444
960	0.6025456826
961	0.6023380329
962	0.602251249
963	0.601990786
964	0.6018228016
965	0.6016515264
966	0.601536404
967	0.6014044496
968	0.6012731073
969	0.6012107236
970	0.6010504306
971	0.6009032388
972	0.6007287759
973	0.6004748266
974	0.6002909817
975	0.6001806324
976	0.6000563776
977	0.5999777168
978	0.599867203
979	0.5998117818
980	0.5997580925
981	0.5996094626
982	0.5995231215
983	0.5993746753
984	0.5992315593
985	0.5991215205
986	0.5990008001
987	0.5989329131
988	0.5987714247
989	0.5986574387
990	0.59849974
991	0.598372809
992	0.5982674669
993	0.598078421
994	0.5979501625
995	0.5978995212
996	0.5977052782
997	0.5976444828
998	0.5975537953
999	0.5973675399
